ID,Time Started,Time Finished,Manufacturer,OS,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,À quelle fréquence utilisez-vous ces médias dans vos activités quotidiennes ?,"De quels médias proviennent habituellement les informations que vous lisez, regardez ou écoutez sur l'IA? (Sélectionnez tout ce qui s'applique)","De quels médias proviennent habituellement les informations que vous lisez, regardez ou écoutez sur l'IA? (Sélectionnez tout ce qui s'applique)","De quels médias proviennent habituellement les informations que vous lisez, regardez ou écoutez sur l'IA? (Sélectionnez tout ce qui s'applique)","De quels médias proviennent habituellement les informations que vous lisez, regardez ou écoutez sur l'IA? (Sélectionnez tout ce qui s'applique)","De quels médias proviennent habituellement les informations que vous lisez, regardez ou écoutez sur l'IA? (Sélectionnez tout ce qui s'applique)","De quels médias proviennent habituellement les informations que vous lisez, regardez ou écoutez sur l'IA? (Sélectionnez tout ce qui s'applique)","De quels médias proviennent habituellement les informations que vous lisez, regardez ou écoutez sur l'IA? (Sélectionnez tout ce qui s'applique)","Dans quelle mesure êtes-vous d'accord avec la déclaration suivante : ""L'IA offrent des avantages significatifs""",Quels avantages pensez-vous que l'IA offrent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels avantages pensez-vous que l'IA offrent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels avantages pensez-vous que l'IA offrent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels avantages pensez-vous que l'IA offrent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels avantages pensez-vous que l'IA offrent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels avantages pensez-vous que l'IA offrent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels avantages pensez-vous que l'IA offrent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels avantages pensez-vous que l'IA offrent dans nos vies ? (Sélectionnez tout ce qui s'applique),"Dans quelle mesure êtes-vous d'accord avec la déclaration : ""Je suis préoccupé(e) par les risques associés à l'adoption de l'IA."" ?",Quels aspects négatifs pensez-vous que l'IA présentent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels aspects négatifs pensez-vous que l'IA présentent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels aspects négatifs pensez-vous que l'IA présentent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels aspects négatifs pensez-vous que l'IA présentent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels aspects négatifs pensez-vous que l'IA présentent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels aspects négatifs pensez-vous que l'IA présentent dans nos vies ? (Sélectionnez tout ce qui s'applique),Quels aspects négatifs pensez-vous que l'IA présentent dans nos vies ? (Sélectionnez tout ce qui s'applique),À quelle fréquence rencontrez-vous des informations sur l'IA dans les canaux médiatiques ?,Quelle(s) source(s) médiatique(s) considérez-vous comme la plus influente pour améliorer votre compréhension de l'IA ? (Sélectionnez tout ce qui s'applique),Quelle(s) source(s) médiatique(s) considérez-vous comme la plus influente pour améliorer votre compréhension de l'IA ? (Sélectionnez tout ce qui s'applique),Quelle(s) source(s) médiatique(s) considérez-vous comme la plus influente pour améliorer votre compréhension de l'IA ? (Sélectionnez tout ce qui s'applique),Quelle(s) source(s) médiatique(s) considérez-vous comme la plus influente pour améliorer votre compréhension de l'IA ? (Sélectionnez tout ce qui s'applique),Quelle(s) source(s) médiatique(s) considérez-vous comme la plus influente pour améliorer votre compréhension de l'IA ? (Sélectionnez tout ce qui s'applique),Quelle(s) source(s) médiatique(s) considérez-vous comme la plus influente pour améliorer votre compréhension de l'IA ? (Sélectionnez tout ce qui s'applique),Quelle(s) source(s) médiatique(s) considérez-vous comme la plus influente pour améliorer votre compréhension de l'IA ? (Sélectionnez tout ce qui s'applique),Quels risques de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels risques de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels risques de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels risques de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels risques de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels risques de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels risques de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels risques de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),Quels avantages de l'IA avez-vous entendus par les sources médiatiques ? (Sélectionnez tout ce qui s'applique),"Dans quelle mesure êtes-vous d'accord avec la déclaration : ""Je ressens généralement des émotions négatives à l'égard de l'IA"" ?",À quelle fréquence utilisez-vous l'IA dans votre vie quotidienne ?,À quelle fréquence voyez-vous des informations médiatiques sur les questions éthiques et de confidentialité liées à l'IA?,"Dans quelle mesure êtes-vous d'accord avec la déclaration : ""Je trouve les informations sur l'IA provenant des sources médiatiques que j'utilise fiables"" ?",Quelle est la probabilité que vous utiliserez l'IA dans vos activités quotidiennes à l'avenir ?,"Comment évalueriez-vous vos connaissances en IA sur une échelle de 1 à 5, 1 correspondant à ""Aucune connaissance"" et 5 à ""Connaissance experte"" ?", À quelle fréquence rencontrez-vous des informations médiatiques positives sur les avantages de l'IA ?,Quelles sources considérez-vous comme les plus fiables pour en apprendre sur l'IA ? (Sélectionnez tout ce qui s'applique),Quelles sources considérez-vous comme les plus fiables pour en apprendre sur l'IA ? (Sélectionnez tout ce qui s'applique),Quelles sources considérez-vous comme les plus fiables pour en apprendre sur l'IA ? (Sélectionnez tout ce qui s'applique),Quelles sources considérez-vous comme les plus fiables pour en apprendre sur l'IA ? (Sélectionnez tout ce qui s'applique),Quelles sources considérez-vous comme les plus fiables pour en apprendre sur l'IA ? (Sélectionnez tout ce qui s'applique),Quelles sources considérez-vous comme les plus fiables pour en apprendre sur l'IA ? (Sélectionnez tout ce qui s'applique),Quelles sources considérez-vous comme les plus fiables pour en apprendre sur l'IA ? (Sélectionnez tout ce qui s'applique),Comment soutenez-vous le développement continu de l’IA à l’avenir ?,Comment percevez-vous le ton général des informations médiatiques sur l'IA que vous avez rencontrée ?,À quelle fréquence rencontrez-vous des informations médiatiques négatives sur les risques de l'IA ?,"Selon vous, quels sont les principaux types d'Intelligence Artificielle ?",Dans quelle mesure pensez-vous que l'IA aura un impact sur les opportunités d'emploi dans les dix prochaines années ?,"À quelle fréquence lisez-vous, regardez-vous, écoutez-vous des informations sur la technologie ?",Quelles technologies considérez-vous comme étant de l'Intelligence Artificielle (IA) ? Veuillez sélectionner toutes les réponses qui s'appliquent.,Quelles technologies considérez-vous comme étant de l'Intelligence Artificielle (IA) ? Veuillez sélectionner toutes les réponses qui s'appliquent.,Quelles technologies considérez-vous comme étant de l'Intelligence Artificielle (IA) ? Veuillez sélectionner toutes les réponses qui s'appliquent.,Quelles technologies considérez-vous comme étant de l'Intelligence Artificielle (IA) ? Veuillez sélectionner toutes les réponses qui s'appliquent.,Quelles technologies considérez-vous comme étant de l'Intelligence Artificielle (IA) ? Veuillez sélectionner toutes les réponses qui s'appliquent.,Quelles technologies considérez-vous comme étant de l'Intelligence Artificielle (IA) ? Veuillez sélectionner toutes les réponses qui s'appliquent.,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Audience,Weight,apiKey,deviceId,sdkVersion,sessionId
1602528718,2024-07-04 07:17:44,2024-07-04 07:21:45,Unknown,Web,FR,Grand Est,Unknown,Strasbourg,Unknown,female,> 54,1967,"Médias imprimés (Journaux, Magazines, Livres,..):Jamais | Télévision/Radio:Souvent | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Jamais | Blogs/ Vlogs:Jamais | Applications de nouvelles en ligne:Jamais",,Télévision/Radio,,,,,,"Ni d'accord, ni pas d'accord",,,,,,,,,"Ni d'accord, ni pas d'accord",,,,,,,,,,Télévision/Radio,,,,,,,,,,,,,Aucune des réponses ci-dessus,,,,,,,,,,,Aucune des réponses ci-dessus,"Ni d'accord, ni pas d'accord",Jamais,Rarement,"Ni d'accord, ni pas d'accord",Peut-être,1,Rarement,,Télévision/Radio,,,,,,Pas du tout,Neutre,Rarement,"Apprentissage automatique, Apprentissage profond et Réseaux de neurones(Machine Learning, Deep Learning, and Neural Networks)",Plutôt négatif,Rarement,,Réalité Virtuelle (Virtual Reality),,,,,divorced,one,vocational_technical_college,employed_for_wages,government_and_public_administration,white,lower_ii,fr,other_non_management,eleven_to_twentyfive,,,,,,,Audience 1,0.49,43daa2f4-7a8d-4254-ac00-5a6ad14fa69d,11538091,7,6b5dddd8-c19c-4e98-97d8-d1901f795293
2020328171,2024-07-04 07:19:10,2024-07-04 07:23:06,Unknown,Android,FR,Auvergne-Rhône-Alpes,Unknown,Clermont-Ferrand,Unknown,male,45 - 54,1978,"Médias imprimés (Journaux, Magazines, Livres,..):Parfois | Télévision/Radio:Toujours | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Jamais | Blogs/ Vlogs:Jamais | Applications de nouvelles en ligne:Jamais",,Télévision/Radio,,,,,,Plutôt pas d'accord,,,,,,,,,Tout à fait d'accord,Sécurité des données,Atteinte à la vie privée,,Perte d'emploi,,Perte de contrôle de l'IA,,Parfois,,Télévision/Radio,,,,,,,,,Perte d'emploi,,,,,,,,Accroître l'efficacité,,,Automatiser les fonctions répétitives,Productivité,,,,Plutôt d'accord,Jamais,Rarement,"Ni d'accord, ni pas d'accord",Improbable,2,Parfois,,Télévision/Radio,,,,,,Pas du tout,Neutre,Rarement,"Systèmes experts, Robotique et Traitement du langage naturel(Expert Systems, Robotics, and Natural Language Processing)",Négatif,Rarement,,,Reconnaissance vocale,,Algorithmes d'apprentissage automatique,,single,zero,high_school,employed_for_wages,manufacturing_computer_and_electronics,,lower_i,fr,other_non_management,greater_than_fivethousands,63000,,,,,,Audience 1,1.08,f670a2b2-d006-4b11-95a6-82a56f2f2678,58981967,7,578bb825-6dec-4aff-81ec-b4b4d062b588
-1606125819,2024-07-04 06:26:11,2024-07-04 06:28:52,Unknown,Web,FR,Occitanie,Unknown,Albi,Unknown,male,> 54,1962,"Médias imprimés (Journaux, Magazines, Livres,..):Parfois | Télévision/Radio:Toujours | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Rarement | Blogs/ Vlogs:Jamais | Applications de nouvelles en ligne:Jamais",,Télévision/Radio,,,,,,Pas du tout d'accord,,,,,,,,,Plutôt d'accord,,Atteinte à la vie privée,,,,,,Jamais,,Télévision/Radio,,,,,,,Atteinte à la vie privée,,,,Perte de contrôle de l'IA,,,,,,,,,,Productivité,Faciliter apprendre,,,Tout à fait d'accord,Jamais,Jamais,"Ni d'accord, ni pas d'accord",Certainement pas,1,Parfois,,Télévision/Radio,,,,,,Pas du tout,Très négatif,Souvent,"Apprentissage automatique, Apprentissage profond et Réseaux de neurones(Machine Learning, Deep Learning, and Neural Networks)",Très négatif,Jamais,,,Reconnaissance vocale,,,,single,zero,middle_school,unable_to_work,homemaker,white,lower_i,fr,not_work,prefer_not_to_say,81000,,,,,,Audience 1,0.75,43daa2f4-7a8d-4254-ac00-5a6ad14fa69d,25861610,7,7cd80b21-11a8-415e-9a48-7ca93c25dc0f
-1678664215,2024-07-04 07:19:02,2024-07-04 07:22:25,Unknown,Web,FR,Occitanie,Unknown,Barbazan-Debat,Unknown,male,35 - 44,1985,"Médias imprimés (Journaux, Magazines, Livres,..):Parfois | Télévision/Radio:Toujours | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Toujours | Blogs/ Vlogs:Rarement | Applications de nouvelles en ligne:Rarement",,,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,,,,Plutôt d'accord,,Optimiser la prise de décision,,Accroître l'efficacité,,"Offrir cohérence, fiabilité et efficacité dans l'exécution des tâches",,,Plutôt d'accord,Sécurité des données,Atteinte à la vie privée,,,Les enjeux éthiques,,,Parfois,,,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,,,,Sécurité des données,,,,Les enjeux éthiques,,,,,Optimiser la prise de décision,,,,,,Productivité,Faciliter apprendre,,,Plutôt pas d'accord,Parfois,Parfois,Plutôt d'accord,Probable,3,Parfois,,,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,,,,Beaucoup,Plutôt positi,Parfois,"l'intelligence artificielle étroite, l'intelligence artificielle générale et la superintelligence artificielle. (Narrow AI, General AI, and Super AI)",Neutre,Souvent,Traitement du langage naturel (NLP),,,,Algorithmes d'apprentissage automatique,,single,zero,high_school,employed_for_wages,manufacturing_computer_and_electronics,white,lower_ii,"en,fr",supervisor,twentysix_to_fifty,65690,,,,,,Audience 1,2.3,f670a2b2-d006-4b11-95a6-82a56f2f2678,67067823,7,5bf31b66-5ea5-4058-a500-ee63a6f2f436
-888494607,2024-07-04 07:18:36,2024-07-04 07:23:05,Unknown,Web,FR,Auvergne-Rhône-Alpes,Unknown,Saint-Pierre-en-Faucigny,Unknown,male,45 - 54,1978,"Médias imprimés (Journaux, Magazines, Livres,..):Parfois | Télévision/Radio:Toujours | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Souvent | Blogs/ Vlogs:Souvent | Applications de nouvelles en ligne:Souvent",,Télévision/Radio,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,Applications de nouvelles en ligne,"Publicité extérieure (Billboards, Banners,Brotchures,...)",,"Ni d'accord, ni pas d'accord",,,,,,,,,Plutôt d'accord,Sécurité des données,Atteinte à la vie privée,,Perte d'emploi,,Perte de contrôle de l'IA,,Souvent,,Télévision/Radio,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,,,,Sécurité des données,Atteinte à la vie privée,,Perte d'emploi,,,,,Stimuler l'innovation,Optimiser la prise de décision,Renforcer la compétitivité,,,,,Productivité,,,,Plutôt d'accord,Parfois,Souvent,"Ni d'accord, ni pas d'accord",Probable,3,Parfois,"Médias imprimés (Journaux, Magazines, Livres,..)",,,,Applications de presse en ligne ,,,Moyennement ,Plutôt positi,Rarement,"Systèmes experts, Robotique et Traitement du langage naturel(Expert Systems, Robotics, and Natural Language Processing)",Plutôt négatif,Parfois,,Réalité Virtuelle (Virtual Reality),Reconnaissance vocale,,Algorithmes d'apprentissage automatique,,married,zero,vocational_technical_college,employed_for_wages,hotel_and_food_services,white,middle_ii,fr,product_manager,greater_than_fivethousands,74800,,,,,,Audience 1,1.08,43daa2f4-7a8d-4254-ac00-5a6ad14fa69d,18147905,7,af457217-a4aa-4c99-886f-62778bf2b95f
1614198962,2024-07-04 06:32:55,2024-07-04 06:37:01,Unknown,Web,FR,Occitanie,Unknown,Toulouse,Unknown,female,> 54,1967,"Médias imprimés (Journaux, Magazines, Livres,..):Souvent | Télévision/Radio:Toujours | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Parfois | Blogs/ Vlogs:Parfois | Applications de nouvelles en ligne:Toujours",,,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",Blogs et vlogs,,,,Plutôt d'accord,,,Renforcer la compétitivité,Accroître l'efficacité,,,Automatiser les fonctions répétitives,,Plutôt d'accord,Sécurité des données,,,Perte d'emploi,Les enjeux éthiques,Perte de contrôle de l'IA,,Parfois,"Médias imprimés (Journaux, Magazines, Livres,..)",,,,,,,Sécurité des données,,,,Les enjeux éthiques,Perte de contrôle de l'IA,,,,Optimiser la prise de décision,Renforcer la compétitivité,Accroître l'efficacité,,,Automatiser les fonctions répétitives,Productivité,,,,Plutôt d'accord,Parfois,Parfois,"Ni d'accord, ni pas d'accord",Probable,2,Rarement,"Médias imprimés (Journaux, Magazines, Livres,..)",Télévision/Radio,,,,,,Moyennement ,Plutôt négatif,Parfois,"Systèmes experts, Robotique et Traitement du langage naturel(Expert Systems, Robotics, and Natural Language Processing)",Négatif,Parfois,Traitement du langage naturel (NLP),,Reconnaissance vocale,,Algorithmes d'apprentissage automatique,,married,zero,university,self_employed,other,,lower_ii,fr,owner_partner,one,31100,,,,,,Audience 1,0.49,9ed1814c-3d02-41c4-82e2-0491283fbc5d,164196078,9,a8064c83-c09b-4171-84a4-16c41a6ca94c
-1802155681,2024-07-04 06:29:41,2024-07-04 06:34:55,Unknown,Web,FR,Centre-Val de Loire,Unknown,Tours,Unknown,female,35 - 44,1985,"Médias imprimés (Journaux, Magazines, Livres,..):Souvent | Télévision/Radio:Toujours | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Toujours | Blogs/ Vlogs:Parfois | Applications de nouvelles en ligne:Souvent","Médias imprimés (Journaux, Magazines, Livres, etc.)",Télévision/Radio,,,,,,"Ni d'accord, ni pas d'accord",,,,,,,,,Tout à fait d'accord,Sécurité des données,Atteinte à la vie privée,,Perte d'emploi,,,,Rarement,"Médias imprimés (Journaux, Magazines, Livres,..)",,,Blogs/ Vlogs,Applications de presse en ligne ,,,,Atteinte à la vie privée,,Perte d'emploi,,,,,,,Renforcer la compétitivité,Accroître l'efficacité,,,Automatiser les fonctions répétitives,Productivité,,,,Plutôt d'accord,Jamais,Rarement,Plutôt pas d'accord,Probable,4,Parfois,"Médias imprimés (Journaux, Magazines, Livres,..)",Télévision/Radio,,Blogs/ Vlogs,,,,Moyennement ,Plutôt positi,Souvent,"l'intelligence artificielle étroite, l'intelligence artificielle générale et la superintelligence artificielle. (Narrow AI, General AI, and Super AI)",Plutôt négatif,Parfois,Traitement du langage naturel (NLP),Réalité Virtuelle (Virtual Reality),Reconnaissance vocale,,Algorithmes d'apprentissage automatique,,married,one,university,employed_for_wages,transportation_and_warehousing,white,prefer_not_to_say,fr,hr_manager,fiftyone_to_hundrend,37000,,,,,,Audience 1,1.12,43daa2f4-7a8d-4254-ac00-5a6ad14fa69d,12568995,7,072caf4d-2f76-49f5-81aa-67b0f614387c
-1641631242,2024-07-04 06:32:38,2024-07-04 06:35:57,Unknown,Android,FR,Pays de la Loire,Unknown,Treillières,Unknown,female,45 - 54,1974,"Médias imprimés (Journaux, Magazines, Livres,..):Souvent | Télévision/Radio:Souvent | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Souvent | Blogs/ Vlogs:Parfois | Applications de nouvelles en ligne:Parfois","Médias imprimés (Journaux, Magazines, Livres, etc.)",,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,,,,Plutôt d'accord,Stimuler l'innovation,,,Accroître l'efficacité,Améliorer la coordination,,,,Plutôt pas d'accord,,,,,,,,,"Médias imprimés (Journaux, Magazines, Livres,..)",Télévision/Radio,,,,,,,,,Perte d'emploi,,,,,,,Renforcer la compétitivité,,Améliorer la coordination,,Automatiser les fonctions répétitives,Productivité,,,,Plutôt pas d'accord,Parfois,Parfois,Plutôt d'accord,Probable,4,Souvent,"Médias imprimés (Journaux, Magazines, Livres,..)",Télévision/Radio,,,,,,Moyennement ,Plutôt positi,Parfois,"l'intelligence artificielle étroite, l'intelligence artificielle générale et la superintelligence artificielle. (Narrow AI, General AI, and Super AI)",Neutre,Souvent,Traitement du langage naturel (NLP),Réalité Virtuelle (Virtual Reality),Reconnaissance vocale,Technologie Blockchain,Algorithmes d'apprentissage automatique,,married,two,university,employed_for_wages,education,,middle_i,fr,senior_management,twohundrendfiftyone_to_fivehundrends,44119,,,,,,Audience 1,0.58,228ab5fa-267c-47fc-adee-daa89b952477,8250dfb7-b164-4a2d-90cd-1e88a0f66685,7,07d656a9-4f48-4a53-83e5-54456b5a48aa
-211320065,2024-07-04 06:37:24,2024-07-04 06:41:04,Unknown,Web,FR,Île-de-France,Unknown,Livry-Gargan,Unknown,female,25 - 34,1991,"Médias imprimés (Journaux, Magazines, Livres,..):Jamais | Télévision/Radio:Parfois | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Toujours | Blogs/ Vlogs:Souvent | Applications de nouvelles en ligne:Rarement",,Télévision/Radio,,,,,,Pas du tout d'accord,,,,,,,,,Tout à fait d'accord,,,,,,Perte de contrôle de l'IA,,Rarement,"Médias imprimés (Journaux, Magazines, Livres,..)",Télévision/Radio,,,Applications de presse en ligne ,,,Sécurité des données,,,Perte d'emploi,,,,,,,,,,,,,,,Aucune des réponses ci-dessus,"Ni d'accord, ni pas d'accord",Toujours,Parfois,Pas du tout d'accord,Certainement pas,1,Toujours,,,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",Blogs/ Vlogs,,,,Beaucoup,Plutôt positi,Jamais,"Apprentissage supervisé, Apprentissage non supervisé et Apprentissage par renforcement(Supervised Learning, Unsupervised Learning, and Reinforcement Learning)",Plutôt négatif,Souvent,Traitement du langage naturel (NLP),,,Technologie Blockchain,Algorithmes d'apprentissage automatique,,living_with_partner,three,postgraduate,unemployed_looking,construction,,middle_ii,"en,fr",prefer_not_to_say,do_not_work,93190,,,,,,Audience 1,0.57,a35f2c99-b709-44f8-96a1-480b3804a4d0,5eac2r1s-6b0h-xeat-qy3j-lod7fw5b16ez,9,6d2ae7d6-108b-4adf-a672-10e0b6e4873f
239452541,2024-07-04 07:18:41,2024-07-04 07:22:00,Unknown,Web,FR,Nouvelle-Aquitaine,Unknown,Dissay,Unknown,female,> 54,1966,"Médias imprimés (Journaux, Magazines, Livres,..):Parfois | Télévision/Radio:Toujours | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Souvent | Blogs/ Vlogs:Souvent | Applications de nouvelles en ligne:Rarement",,Télévision/Radio,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,,,,"Ni d'accord, ni pas d'accord",,,,,,,,,Plutôt d'accord,Sécurité des données,Atteinte à la vie privée,,,,Perte de contrôle de l'IA,,Parfois,,,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",Blogs/ Vlogs,,,,,,Biais et discrimination,,Les enjeux éthiques,,,,,,,,,,,,,,Aucune des réponses ci-dessus,Plutôt d'accord,Jamais,Parfois,Plutôt d'accord,Improbable,2,Rarement,,,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,,,,Un peu,Plutôt négatif,Souvent,"l'intelligence artificielle étroite, l'intelligence artificielle générale et la superintelligence artificielle. (Narrow AI, General AI, and Super AI)",Négatif,Parfois,Traitement du langage naturel (NLP),,Reconnaissance vocale,,,,married,three,vocational_technical_college,employed_for_wages,transportation_and_warehousing,,middle_i,fr,other_non_management,fiftyone_to_hundrend,86130,,,,,,Audience 1,0.49,f670a2b2-d006-4b11-95a6-82a56f2f2678,69566175,7,d784d3f9-d3d2-4c38-9d8f-3f0d112bcaaa
-819738514,2024-07-04 06:36:48,2024-07-04 06:39:57,Unknown,Web,FR,Grand Est,Unknown,Nancy,Unknown,female,18 - 24,2001,"Médias imprimés (Journaux, Magazines, Livres,..):Parfois | Télévision/Radio:Toujours | Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.):Rarement | Blogs/ Vlogs:Souvent | Applications de nouvelles en ligne:Jamais","Médias imprimés (Journaux, Magazines, Livres, etc.)",,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",,Applications de nouvelles en ligne,,,Plutôt pas d'accord,,,,,,,,,Plutôt pas d'accord,,,,,,,,,,Télévision/Radio,"Réseaux sociaux (Facebook, Twitter, Instagram, LinkedIn, TikTok, Youtube, etc.)",Blogs/ Vlogs,,,,,,Biais et discrimination,,Les enjeux éthiques,,,,Stimuler l'innovation,,,,,,,,,,,Pas du tout d'accord,Jamais,Jamais,Tout à fait d'accord,Improbable,1,Jamais,,Télévision/Radio,,,,,,Un peu,Très positif,Jamais,"Apprentissage automatique, Apprentissage profond et Réseaux de neurones(Machine Learning, Deep Learning, and Neural Networks)",Plutôt négatif,Parfois,,Réalité Virtuelle (Virtual Reality),,Technologie Blockchain,,,single,zero,high_school,employed_for_wages,retail,,lower_ii,"en,fr",sales_staff,six_to_ten,54000,,,,,,Audience 1,0.73,a35f2c99-b709-44f8-96a1-480b3804a4d0,dn4zy9rk-pswg-z5vk-jta4-46dice8a35gx,9,85c00cce-0378-4d11-b3e8-0bd8937ef3b9
